translated_comment,sentiment
"In the mid - 1990 ' s, there was a rise in the United States, and there were a number of people with whom I studied the Bible with Jehovah's Witnesses. In the late 1970 ' s, I was baptized as one of Jehovah's Witnesses, and I was appointed as a member of the Governing Body of Jehovah's Witnesses as a member of the Governing Body of Jehovah's Witnesses, as a member of the Governing Body of Jehovah's Witnesses.",angry
Stop the police!,happy
The coconut can eat only a few times a week!,happy
"According to a report published by the World Health Organization (N.S.A.), ""the world's population is estimated to be more likely to be more likely to be overly concerned about the future than about the future. """,angry
How much better it is to get to know the right way to the left side of the road and into the outside.,angry
"I was assigned to the Service Department to work in the Service Department at Yankee Stadium, New York, and then to the world headquarters of Jehovah's Witnesses in Brooklyn, New York, U.S.A.",neutral
"Aslam was born into a large family of white, white, white, and white, white, purple, and scarlet, white, purple, and scarlet, white, purple, and scarlet, white, white, and blue, and purple, white, white, and blue, white, white, white, white, and blue, white, white, white, white, white, and blue, white, white, white, white, white, and blue, white, white, white, white, white, white, white, and blue, white, white, white, white, white, white, and blue, white, white, white,",happy
"Between the 13th and the 17th century, it is believed that ""the kings of the earth "" and"" the kings of the entire inhabited earth "" were also present when the first - century"" great crowd "" of ""the great crowd "" of"" other sheep "" were formed.",happy
□ Please contact me concerning a free home Bible study.,neutral
You were also invited to your home. You were invited to your home.,neutral
A song doesn't say a song.,neutral
The Good News of the Kingdom Is Alive - Highlights From the Book of Isaiah - II,neutral
A list of suggestions that have been provided for family members,happy
"If thou shalt forget the days of thy youth, and the days of thy youth, and the years of thy life, and the years of thy life, and the years of thy life,",sad
What a beautiful picture that must have been!,happy
"I gathered together all the chief of the guard, and the captains of the guard, and the captains of the guard.",happy
I was so afraid that I didn't want to die.,fear
What would the police say?,sad
"I'm thinking of my own age, but now I'm thinking of myself.",neutral
He came to see the need to make changes in order to please Jehovah fully.,neutral
"Look again, see you again!",neutral
"How would you describe the ""great crowd, "" who will survive"" the great tribulation, "" mentioned at Revelation 7: 9?",happy
What can we learn from the account of Job?,angry
They will not build and someone else have occupancy; they will not plant and someone else do the eating.,angry
"Thou shalt take the shield of his help, and the shield of his mighty ones shall cover thee.",angry
"It will crush and put an end to all these kingdoms, and it itself will stand to times indefinite.",angry
Long live the Soviet Union!,happy
Can't you repair this program?,neutral
"In the mid - 1990 ' s, it became evident that there was a time of war, war, and war.",sad
"Left to right: Me, I went to the Kingdom Hall to see if I had ever been there.",neutral
"In the United States, a number of students are studying the Bible with Jehovah's Witnesses.",angry
It is a popular word.,happy
"What a joy it is to be able to share these precious truths with people who love and serve Jehovah! """,happy
What a blessing it is to be part of Jehovah's organization!,neutral
I'm all like you and you.,happy
Why is it vital that we keep on seeking first the Kingdom and God's righteousness?,happy
