text,label
લાક્ષન ઓછી થાયા છે.,happy
હું બિલ્કુલ નિરાસ આને થાકેલી છું.,sad
આ રોગ ના લાક્ષન છે મહિના થી છે.,neutral
ડોક્તર ને માને વધુ આરામ આને સુો [va] [kahyu].,neutral
આજે મારો પરિવાર [shu] આને સુખી છે.,happy
હું આજે [ghano] [gusse] આને નારાજ મા છું.,angry
માને આંસુ આવે છે.,sad
મારો જીવન [ni] છિંતા માને દરાવે છે.,fear
મારો જીવન મા ઘનું દુખ આને અંધારું છે.,sad
હું બિલ્કુલ થાકેલી આને નિરાસ છું.,sad
હું [ghano] સુખી છું.,happy
મારો જીવન આને પરિવાર [ni] છિંતા આને સંકાત માને વ્યાકુલ આને દરો કરે છે.,fear
મારો દિલ [todayelu] આને દુખી લાગાય છે.,sad
મારો દિલ [todayo] છે.,sad
મારો test result [aavane] [vale] છે માને [ghano] દરો લાગાય છે.,fear
માને [ghani] વેદના છે.,sad
ડોક્તર ને માને [dhyan] નાથી [aapyu] માને ક્રોધ આવ્યો.,angry
આ ધોખો આને ગલાત વા્યવહાર માને ક્રોધ [apave] છે.,angry
ઘર બેથા ડોક્તર સાથે વાત કરી સકાયો.,happy
આ ગલાત આને નિર્દયી આને બેવકુફ પં માને ક્રોધ [apave] છે.,angry
હું આજે [ghano] ગાભ્રાયો આને વ્યાકુલ આને દરો આને છિંતિત આને થરથરયો છું.,fear
ડોક્તર ને મિલ્યો આને નિછિંત થાયો.,happy
માને [ghano] ક્રોધ આવે છે આ બેવકુફ આને નિર્દયી વા્યવહાર થી.,angry
આ બેવકુફ પં માને ક્રોધ [apave] છે.,angry
મારો દિલ [ghano] ઘામ થી ભરાયેલું લાગાય છે.,sad
હું આજે [ghano] ગાભ્રાયો આને વ્યાકુલ આને દરો આને છિંતિત આને થરથરયો છું.,fear
આ બેવકુફ પં માને ક્રોધ [apave] છે.,angry
માને [ghano] દુખ છે.,sad
હું આજે [ghano] બેબાસ આને થાકેલી છું.,sad
મારો test કાલ થાય છે તે માતે ready છું.,neutral
આજે મારો જીવન [aanandmay] લાગાય છે.,happy
માને ડોક્તર ના ઉપછાર થી [ghano] ફાયદો મદ્યો.,happy
આજે હું બિલ્કુલ થીક છું.,happy
આ દાવા બિલ્કુલ ગલાત છે માને [ghano] નારાજ કરે છે.,angry
માને [ghano] ઘામ આને કાસ્ત છે.,sad
આ portal થી માને ડોક્તર ને [sarasari] મિલ્વા મદદ [thai].,neutral
માને [ghano] દુખ આને ઘામ છે.,sad
આ દાવા [khava] પહેલા ખાધ્યું લેવો.,neutral
માને [ghani] છિંતા છે મારો રોગ થીક નાથી થાતો.,sad
મારો [agalo] check up [shukra] વાર છે.,neutral
માને [ghano] દર લાગાય છે આ ભયનાક મુસિબત થી.,fear
મારો જીવન [ni] આને પરિવાર [ni] છિંતા માને ગાભરા્યો છે.,fear
મારો જીવન [ni] છિંતા આને ખત્રો માને દરાવે આને ગાભરા્યો છે.,fear
માને [ghano] સંકાત આને મુસિબત નું દર લાગાય છે.,fear
હું [ghano] ભય આને દરો આને થરથરયો છું.,fear
માને [ghano] દરદ આને ઘામ છે.,sad
ડોક્તર ને મારો blood pressure check કર્યો.,neutral
આ ગલાત આને નિર્દયી આને બેવકુફ પં માને ક્રોધ [apave] છે.,angry
મારો સંકાત આને મુસિબત [ni] છિંતા માને વ્યાકુલ કરે છે.,fear
માને [ghano] ભય આને છિંતા આને દરો લાગાય છે.,fear
મારો રોગ ગંભિર થાય છે તે થી હું [ghano] દરો છું.,fear
માને [ghano] ક્રોધ આને [gusse] આવે છે આ [dhokha] થી.,angry
આ online portal [par] મારો medical record છે.,neutral
માને ડોક્તર ને [bijo] appointment લેવા [kahyu].,neutral
હું બિલ્કુલ થીક આને સ્વાસથા છું.,happy
હું આજે [ghano] ઉદાસ છું.,sad
આજે માને [ghano] સંતોશ છે.,happy
માને blood test કર્વા [kahyu] છે આને result કાલ આવસે.,neutral
આ બિમારી માતે test [karavi] ને result લેવા પદ્સે.,neutral
માને [ghano] દર આને ભય આને ત્રાસ લાગાય છે.,fear
માને મારો સ્વાસથ્ય ખરાબ થાય તે નું [ghano] ભય લાગાય છે.,fear
